Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000550
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Pressure [hPa];Batt Voltage [V];Logger Status
$;02:27:29;09:11:50;16.09.2020;Y;10;51 50.11253 N;014 29.13859 E;10.229;18.9;110.20;19868.3;10.125;-50.625;0.100;56.799;8.3;66673
$;02:27:31;09:11:52;16.09.2020;Y;10;51 50.11191 N;014 29.13641 E;12.370;22.9;248.39;19838.7;10.0;-50.625;0.100;57.119;8.3;66673
$;02:27:33;09:11:54;16.09.2020;Y;10;51 50.10274 N;014 29.12911 E;24.314;45.0;182.14;19809.5;10.0;-50.625;0.100;57.380;8.3;66673
$;02:27:35;09:11:56;16.09.2020;Y;10;51 50.09361 N;014 29.13896 E;17.416;32.2;110.39;19780.1;10.0;-50.625;0.100;57.689;8.3;66673
$;02:27:37;09:11:58;16.09.2020;Y;10;51 50.09421 N;014 29.14400 E;4.968;9.2;279.58;19750.2;10.0;-50.625;0.100;58.49;8.3;66673
$;02:27:39;09:12:00;16.09.2020;Y;10;51 50.08744 N;014 29.14074 E;20.477;37.9;172.27;19720.7;10.0;-50.625;0.100;58.209;8.3;66673
$;02:27:41;09:12:02;16.09.2020;Y;10;51 50.07955 N;014 29.15437 E;22.232;41.1;103.62;19691.1;9.875;-50.750;0.100;58.569;8.3;66673
$;02:27:43;09:12:04;16.09.2020;Y;10;51 50.08153 N;014 29.16459 E;4.960;9.1;15.83;19661.7;9.875;-50.875;0.100;58.990;8.3;66673
$;02:27:45;09:12:06;16.09.2020;Y;10;51 50.07780 N;014 29.16413 E;16.005;29.6;167.98;19632.9;10.0;-50.750;0.100;59.200;8.3;66673
$;02:27:47;09:12:08;16.09.2020;Y;10;51 50.07099 N;014 29.17740 E;22.631;41.9;101.56;19604.5;10.0;-50.750;0.100;59.409;8.3;66673
$;02:27:49;09:12:10;16.09.2020;Y;10;51 50.07430 N;014 29.19127 E;12.232;22.6;31.90;19575.2;10.0;-50.750;0.100;59.770;8.3;66673
$;02:27:51;09:12:12;16.09.2020;Y;10;51 50.07441 N;014 29.19027 E;10.343;19.1;194.35;19546.1;10.0;-50.875;0.100;60.139;8.3;66673
$;02:27:53;09:12:14;16.09.2020;Y;10;51 50.06710 N;014 29.19932 E;22.903;42.4;117.34;19517.4;10.125;-50.875;0.100;60.349;8.3;66673
$;02:27:55;09:12:16;16.09.2020;Y;10;51 50.06792 N;014 29.21639 E;15.741;29.1;53.50;19488.5;9.875;-51.0;0.100;60.659;8.3;66673
$;02:27:57;09:12:18;16.09.2020;Y;10;51 50.06931 N;014 29.21679 E;9.083;16.8;214.64;19460.0;9.875;-51.0;0.100;60.909;8.3;66673
$;02:27:59;09:12:20;16.09.2020;Y;10;51 50.06121 N;014 29.22041 E;20.811;38.5;137.72;19431.0;10.0;-51.0;0.100;61.279;8.3;66673
$;02:28:01;09:12:22;16.09.2020;Y;10;51 50.05990 N;014 29.23638 E;17.184;31.8;60.18;19403.2;9.875;-51.0;0.100;61.639;8.3;66673
$;02:28:03;09:12:24;16.09.2020;Y;10;51 50.06355 N;014 29.23820 E;5.352;9.9;271.29;19374.0;10.0;-51.0;0.100;61.849;8.3;66673
$;02:28:05;09:12:26;16.09.2020;Y;10;51 50.05903 N;014 29.24070 E;16.513;30.5;127.51;19345.3;9.875;-51.125;0.100;62.220;8.3;66673
$;02:28:07;09:12:28;16.09.2020;Y;10;51 50.06049 N;014 29.25695 E;21.135;39.1;51.91;19316.8;9.875;-51.125;0.100;62.479;8.3;66673
$;02:28:09;09:12:30;16.09.2020;Y;10;51 50.06721 N;014 29.26059 E;8.059;14.9;317.24;19288.5;10.0;-51.250;0.100;62.790;8.3;66673
$;02:28:11;09:12:32;16.09.2020;Y;10;51 50.06309 N;014 29.25951 E;16.455;30.4;156.90;19259.9;10.125;-51.125;0.100;63.99;8.3;66673
$;02:28:13;09:12:34;16.09.2020;Y;10;51 50.05847 N;014 29.27318 E;18.674;34.5;86.99;19232.0;9.875;-51.250;0.100;63.470;8.3;66673
$;02:28:15;09:12:36;16.09.2020;Y;10;51 50.06245 N;014 29.28022 E;7.373;13.6;343.35;19204.2;10.0;-51.125;0.100;63.729;8.3;66673
$;02:28:17;09:12:38;16.09.2020;Y;10;51 50.05903 N;014 29.27616 E;16.914;31.3;184.78;19175.9;9.875;-51.250;0.100;63.990;8.3;66673
$;02:28:19;09:12:40;16.09.2020;Y;10;51 50.05042 N;014 29.28622 E;21.182;39.2;117.47;19147.3;9.875;-51.250;0.100;64.459;8.3;66673
$;02:28:21;09:12:42;16.09.2020;Y;10;51 50.05034 N;014 29.29843 E;7.341;13.5;47.53;19119.0;9.875;-51.125;0.100;64.559;8.3;66673
$;02:28:23;09:12:44;16.09.2020;Y;10;51 50.04801 N;014 29.29435 E;17.071;31.6;210.73;19091.3;9.750;-51.375;0.100;64.919;8.3;66673
$;02:28:25;09:12:46;16.09.2020;Y;10;51 50.03523 N;014 29.29443 E;27.651;51.2;158.16;19062.6;9.875;-51.250;0.100;65.239;8.3;66673
$;02:28:27;09:12:48;16.09.2020;Y;10;51 50.02781 N;014 29.30916 E;15.783;29.2;97.23;19034.6;10.0;-51.250;0.100;65.500;8.3;66673
$;02:28:29;09:12:50;16.09.2020;Y;10;51 50.02637 N;014 29.31169 E;10.381;19.2;213.05;19006.4;10.0;-51.375;0.100;65.860;8.3;66673
$;02:28:31;09:12:52;16.09.2020;Y;10;51 50.01552 N;014 29.31315 E;27.082;50.1;154.14;18978.5;9.750;-51.125;0.100;66.180;8.3;66673
$;02:28:33;09:12:54;16.09.2020;Y;10;51 50.00783 N;014 29.33022 E;20.003;37.0;100.66;18950.6;9.750;-51.250;0.100;66.389;8.3;66673
$;02:28:35;09:12:56;16.09.2020;Y;10;51 50.00813 N;014 29.33748 E;1.701;3.1;253.12;18922.7;9.875;-51.250;0.100;66.849;8.3;66673
$;02:28:37;09:12:58;16.09.2020;Y;10;51 50.00169 N;014 29.33337 E;20.705;38.3;185.74;18895.7;9.750;-51.250;0.100;67.120;8.3;66673
$;02:28:39;09:13:00;16.09.2020;Y;10;51 49.99042 N;014 29.34249 E;25.329;46.9;129.27;18868.9;9.750;-51.250;0.100;67.430;8.3;66673
$;02:28:41;09:13:02;16.09.2020;Y;10;51 49.98829 N;014 29.36032 E;16.823;31.1;72.62;18841.6;9.750;-51.375;0.100;67.739;8.3;66673
$;02:28:43;09:13:04;16.09.2020;Y;10;51 49.99064 N;014 29.36380 E;4.757;8.8;256.88;18814.9;9.875;-51.375;0.100;68.0;8.3;66673
$;02:28:45;09:13:06;16.09.2020;Y;10;51 49.98400 N;014 29.36348 E;19.328;35.7;158.26;18787.8;9.750;-51.375;0.100;68.319;8.3;66673
$;02:28:47;09:13:08;16.09.2020;Y;10;51 49.97847 N;014 29.37951 E;22.652;41.9;91.34;18761.0;9.875;-51.375;0.100;68.779;8.3;66673
$;02:28:49;09:13:10;16.09.2020;Y;10;51 49.98188 N;014 29.39117 E;7.862;14.5;28.67;18733.3;9.875;-51.375;0.100;68.889;8.3;66673
$;02:28:51;09:13:12;16.09.2020;Y;10;51 49.97892 N;014 29.39036 E;16.003;29.6;178.95;18706.4;9.875;-51.375;0.100;69.199;8.3;66673
$;02:28:53;09:13:14;16.09.2020;Y;10;51 49.96953 N;014 29.40219 E;25.363;46.9;117.73;18679.2;9.750;-51.500;0.100;69.620;8.3;66673
$;02:28:55;09:13:16;16.09.2020;Y;10;51 49.96963 N;014 29.41935 E;13.703;25.3;56.59;18652.0;9.875;-51.500;0.100;69.930;8.3;66673
$;02:28:57;09:13:18;16.09.2020;Y;10;51 49.96967 N;014 29.42066 E;9.610;17.7;193.80;18624.6;9.750;-51.500;0.100;70.190;8.3;66673
$;02:28:59;09:13:20;16.09.2020;Y;10;51 49.96158 N;014 29.42802 E;22.899;42.4;128.52;18597.9;9.750;-51.500;0.100;70.610;8.3;66673
$;02:29:01;09:13:22;16.09.2020;Y;10;51 49.96031 N;014 29.44640 E;19.277;35.7;67.29;18571.6;9.625;-51.375;0.100;70.970;8.3;66673
$;02:29:03;09:13:24;16.09.2020;Y;10;51 49.96375 N;014 29.45136 E;3.069;5.6;273.87;18545.2;9.750;-51.500;0.100;71.180;8.3;66673
$;02:29:05;09:13:26;16.09.2020;Y;10;51 49.95679 N;014 29.45182 E;21.580;39.9;158.84;18518.6;9.625;-51.375;0.100;71.550;8.3;66673
$;02:29:07;09:13:28;16.09.2020;Y;08;51 49.94782 N;014 29.46852 E;26.811;49.6;117.43;18492.5;9.750;-51.625;0.100;71.860;8.3;66673
$;02:29:09;09:13:30;16.09.2020;Y;10;51 49.94650 N;014 29.48334 E;8.057;14.9;52.53;18467.0;9.750;-51.375;0.100;72.110;8.3;66673
$;02:29:11;09:13:32;16.09.2020;Y;10;51 49.94474 N;014 29.48276 E;14.838;27.4;184.67;18440.8;9.625;-51.375;0.100;72.379;8.3;66673
$;02:29:13;09:13:34;16.09.2020;Y;08;51 49.93451 N;014 29.49130 E;26.875;49.7;138.68;18415.0;9.750;-51.375;0.100;72.900;8.3;66673
$;02:29:15;09:13:36;16.09.2020;Y;10;51 49.93060 N;014 29.50860 E;18.956;35.1;68.10;18387.8;9.625;-51.500;0.100;73.260;8.3;66673
$;02:29:17;09:13:38;16.09.2020;Y;10;51 49.93435 N;014 29.51349 E;3.451;6.3;216.44;18361.3;9.625;-51.750;0.100;73.419;8.3;66673
$;02:29:19;09:13:40;16.09.2020;Y;10;51 49.92871 N;014 29.51836 E;21.002;38.8;138.70;18335.3;9.750;-51.500;0.100;73.790;8.3;66673
$;02:29:21;09:13:42;16.09.2020;Y;10;51 49.92722 N;014 29.53596 E;20.738;38.4;68.69;18308.9;9.625;-51.375;0.100;74.250;8.3;66673
$;02:29:23;09:13:44;16.09.2020;Y;10;51 49.93342 N;014 29.54129 E;8.085;14.9;331.19;18282.4;9.750;-51.500;0.100;74.459;8.3;66673
$;02:29:25;09:13:46;16.09.2020;Y;10;51 49.93171 N;014 29.54051 E;11.266;20.8;155.10;18256.4;9.625;-51.750;0.100;74.830;8.3;66673
$;02:29:27;09:13:48;16.09.2020;Y;10;51 49.93078 N;014 29.55313 E;19.657;36.4;69.06;18231.0;9.625;-51.375;0.100;75.139;8.3;66673
$;02:29:29;09:13:50;16.09.2020;Y;10;51 49.93915 N;014 29.56054 E;16.349;30.2;351.82;18204.8;9.750;-51.625;0.100;75.610;8.3;66673
$;02:29:31;09:13:52;16.09.2020;Y;10;51 49.94157 N;014 29.55509 E;8.127;15.0;218.56;18178.6;9.625;-51.625;0.100;75.870;8.3;66673
$;02:29:33;09:13:54;16.09.2020;Y;10;51 49.93799 N;014 29.56217 E;16.703;30.9;98.03;18152.4;9.625;-51.500;0.100;76.230;8.3;66673
$;02:29:35;09:13:56;16.09.2020;Y;10;51 49.94330 N;014 29.57367 E;17.649;32.6;17.14;18126.8;9.500;-51.625;0.100;76.550;8.3;66673
$;02:29:37;09:13:58;16.09.2020;Y;10;51 49.94881 N;014 29.56867 E;10.429;19.3;270.71;18100.9;9.625;-51.625;0.100;76.910;8.3;66673
$;02:29:39;09:14:00;16.09.2020;Y;10;51 49.94495 N;014 29.56729 E;11.317;20.9;139.52;18074.4;9.625;-51.500;0.100;77.19;8.3;66673
$;02:29:41;09:14:02;16.09.2020;Y;10;51 49.94679 N;014 29.57671 E;15.438;28.5;32.30;18048.9;9.625;-51.875;0.100;77.480;8.3;66673
$;02:29:43;09:14:04;16.09.2020;Y;10;51 49.95433 N;014 29.57342 E;15.391;28.5;308.02;18023.0;9.750;-51.625;0.100;77.900;8.3;66673
$;02:29:45;09:14:06;16.09.2020;Y;10;51 49.95251 N;014 29.56452 E;12.985;24.0;197.48;17998.0;9.500;-51.625;0.100;78.110;8.3;66673
$;02:29:47;09:14:08;16.09.2020;Y;10;51 49.94801 N;014 29.57135 E;14.651;27.1;92.07;17971.8;9.625;-51.625;0.100;78.580;8.3;66673
$;02:29:49;09:14:10;16.09.2020;Y;10;51 49.95256 N;014 29.57844 E;11.153;20.6;0.91;17946.6;9.500;-51.625;0.100;78.839;8.3;66673
$;02:29:51;09:14:12;16.09.2020;Y;10;51 49.95280 N;014 29.57237 E;13.051;24.1;220.59;17921.1;9.500;-51.625;0.100;79.199;8.3;66673
$;02:29:53;09:14:14;16.09.2020;Y;10;51 49.94398 N;014 29.57350 E;20.428;37.8;146.86;17895.7;9.500;-51.625;0.100;79.569;8.3;66673
$;02:29:55;09:14:16;16.09.2020;Y;10;51 49.94051 N;014 29.58788 E;15.063;27.8;79.08;17871.1;9.625;-51.625;0.100;79.830;8.3;66673
$;02:29:57;09:14:18;16.09.2020;Y;10;51 49.94222 N;014 29.59037 E;6.110;11.3;249.73;17846.6;9.500;-51.625;0.100;80.199;8.3;66673
$;02:29:59;09:14:20;16.09.2020;Y;10;51 49.93447 N;014 29.59007 E;21.965;40.6;158.63;17821.6;9.500;-51.750;0.100;80.559;8.3;66673
$;02:30:01;09:14:22;16.09.2020;Y;10;51 49.92743 N;014 29.60577 E;21.293;39.4;99.55;17796.4;9.500;-51.625;0.100;80.930;8.3;66673
$;02:30:03;09:14:24;16.09.2020;Y;10;51 49.92772 N;014 29.61462 E;1.498;2.7;171.70;17771.8;9.500;-51.750;0.100;81.239;8.3;66673
$;02:30:05;09:14:26;16.09.2020;Y;10;51 49.92035 N;014 29.61526 E;21.968;40.6;166.24;17746.3;9.500;-51.625;0.100;81.500;8.3;66673
$;02:30:07;09:14:28;16.09.2020;Y;10;51 49.90975 N;014 29.63018 E;28.331;52.4;117.93;17721.6;9.500;-51.750;0.100;81.870;8.3;66673
$;02:30:09;09:14:30;16.09.2020;Y;10;51 49.90880 N;014 29.64942 E;15.566;28.8;69.45;17696.7;9.625;-51.750;0.100;82.230;8.3;66673
$;02:30:11;09:14:32;16.09.2020;Y;10;51 49.90903 N;014 29.65232 E;7.850;14.5;204.60;17672.1;9.500;-51.625;0.100;82.589;8.3;66673
$;02:30:13;09:14:34;16.09.2020;Y;10;51 49.90034 N;014 29.65626 E;23.588;43.6;144.04;17648.5;9.625;-51.625;0.100;82.800;8.3;66673
$;02:30:15;09:14:36;16.09.2020;Y;10;51 49.89473 N;014 29.67563 E;24.205;44.8;93.26;17623.9;9.500;-51.875;0.100;83.220;8.3;66673
$;02:30:17;09:14:38;16.09.2020;Y;10;51 49.89657 N;014 29.68757 E;4.296;7.9;63.03;17600.1;9.500;-51.750;0.100;83.690;8.3;66673
$;02:30:19;09:14:40;16.09.2020;Y;10;51 49.89139 N;014 29.68913 E;19.038;35.2;165.59;17575.7;9.375;-51.750;0.100;83.949;8.3;66673
$;02:30:21;09:14:42;16.09.2020;Y;10;51 49.88309 N;014 29.70407 E;24.965;46.2;107.55;17552.2;9.375;-51.750;0.100;84.260;8.3;66673
$;02:30:23;09:14:44;16.09.2020;Y;10;51 49.88381 N;014 29.71915 E;9.976;18.4;55.51;17527.2;9.375;-51.750;0.100;84.519;8.3;66673
$;02:30:25;09:14:46;16.09.2020;Y;10;51 49.88225 N;014 29.71954 E;11.586;21.4;191.48;17502.8;9.375;-51.750;0.100;84.989;8.3;66673
$;02:30:27;09:14:48;16.09.2020;Y;10;51 49.87276 N;014 29.72658 E;25.073;46.4;133.61;17479.6;9.500;-51.750;0.100;85.349;8.3;66673
$;02:30:29;09:14:50;16.09.2020;Y;10;51 49.86916 N;014 29.74557 E;19.730;36.5;80.04;17455.3;9.375;-52.0;0.100;85.559;8.3;66673
$;02:30:31;09:14:52;16.09.2020;Y;10;51 49.87105 N;014 29.75325 E;1.460;2.7;152.88;17431.4;9.375;-52.0;0.100;85.970;8.3;66673
$;02:30:33;09:14:54;16.09.2020;Y;10;51 49.86390 N;014 29.75638 E;22.101;40.9;155.44;17407.3;9.375;-52.0;0.100;86.389;8.3;66673
$;02:30:35;09:14:56;16.09.2020;Y;10;51 49.85554 N;014 29.77442 E;27.564;51.0;105.33;17383.9;9.250;-52.0;0.100;86.599;8.3;66673
$;02:30:37;09:14:58;16.09.2020;Y;10;51 49.85673 N;014 29.79136 E;11.651;21.5;61.31;17360.1;9.375;-52.0;0.100;86.959;8.3;66673
$;02:30:39;09:15:00;16.09.2020;Y;10;51 49.85390 N;014 29.79497 E;14.993;27.7;164.25;17336.3;9.250;-52.125;0.100;87.379;8.3;66673
$;02:30:41;09:15:02;16.09.2020;Y;10;51 49.84436 N;014 29.80896 E;29.764;55.1;119.68;17312.4;9.375;-52.125;0.100;87.639;8.3;66673
$;02:30:43;09:15:04;16.09.2020;Y;10;51 49.84312 N;014 29.83192 E;21.627;40.0;73.94;17288.7;9.375;-52.250;0.100;88.110;8.3;66673
$;02:30:45;09:15:06;16.09.2020;Y;10;51 49.84412 N;014 29.84144 E;7.750;14.3;133.91;17265.3;9.250;-52.125;0.100;88.470;8.3;66673
$;02:30:47;09:15:08;16.09.2020;Y;10;51 49.83645 N;014 29.85228 E;26.843;49.7;129.27;17242.0;9.250;-52.125;0.100;88.839;8.3;66673
$;02:30:49;09:15:10;16.09.2020;Y;10;51 49.83169 N;014 29.87701 E;29.500;54.6;89.48;17218.8;9.375;-52.250;0.100;89.199;8.3;66673
$;02:30:51;09:15:12;16.09.2020;Y;10;51 49.83493 N;014 29.89417 E;11.398;21.1;55.87;17195.8;9.250;-52.250;0.100;89.400;8.3;66673
$;02:30:53;09:15:14;16.09.2020;Y;10;51 49.83236 N;014 29.89991 E;16.276;30.1;145.08;17172.6;9.125;-52.250;0.100;89.870;8.3;66673
$;02:30:55;09:15:16;16.09.2020;Y;10;51 49.82629 N;014 29.91848 E;28.728;53.2;98.79;17149.9;9.250;-52.250;0.100;90.129;8.3;66673
$;02:30:57;09:15:18;16.09.2020;Y;10;51 49.82981 N;014 29.94007 E;21.221;39.3;54.37;17126.3;9.250;-52.250;0.100;90.489;8.3;66673
$;02:30:59;09:15:20;16.09.2020;Y;10;51 49.83323 N;014 29.94791 E;5.479;10.1;107.57;17103.4;9.125;-52.375;0.100;90.800;8.3;66673
$;02:31:01;09:15:22;16.09.2020;Y;10;51 49.82877 N;014 29.96123 E;26.359;48.8;110.05;17081.0;9.250;-52.375;0.100;91.220;8.3;66673
$;02:31:03;09:15:24;16.09.2020;Y;10;51 49.83011 N;014 29.98673 E;28.748;53.2;65.71;17057.9;9.250;-52.500;0.100;91.529;8.3;66673
$;02:31:05;09:15:26;16.09.2020;Y;10;51 49.83637 N;014 29.99966 E;9.834;18.2;49.46;17034.3;9.250;-52.375;0.100;91.889;8.3;66673
$;02:31:07;09:15:28;16.09.2020;Y;10;51 49.83467 N;014 30.01095 E;21.901;40.5;111.04;17011.4;9.125;-52.375;0.100;92.260;8.3;66673
$;02:31:09;09:15:30;16.09.2020;Y;10;51 49.83500 N;014 30.03607 E;32.775;60.6;71.79;16988.5;9.250;-52.625;0.100;92.620;8.3;66673
$;02:31:11;09:15:32;16.09.2020;Y;10;51 49.84331 N;014 30.05394 E;17.054;31.5;36.30;16965.9;9.375;-52.375;0.100;92.980;8.3;66673
$;02:31:13;09:15:34;16.09.2020;Y;10;51 49.84417 N;014 30.06267 E;15.820;29.2;116.79;16942.9;9.125;-52.500;0.100;93.400;8.3;66673
$;02:31:15;09:15:36;16.09.2020;Y;10;51 49.84327 N;014 30.08441 E;29.691;54.9;77.75;16920.2;9.125;-52.750;0.100;93.709;8.3;66673
$;02:31:17;09:15:38;16.09.2020;Y;10;51 49.85068 N;014 30.10207 E;18.293;33.8;35.21;16897.0;9.125;-52.625;0.100;94.120;8.3;66673
$;02:31:19;09:15:40;16.09.2020;Y;10;51 49.85347 N;014 30.10657 E;6.330;11.7;129.40;16874.1;9.125;-52.875;0.100;94.330;8.3;66673
$;02:31:21;09:15:42;16.09.2020;Y;10;51 49.84976 N;014 30.12113 E;25.461;47.1;99.39;16851.7;9.125;-52.625;0.100;94.849;8.3;66673
$;02:31:23;09:15:44;16.09.2020;Y;10;51 49.85367 N;014 30.14328 E;25.282;46.8;54.27;16829.0;9.125;-52.625;0.100;95.110;8.3;66673
$;02:31:25;09:15:46;16.09.2020;Y;10;51 49.86034 N;014 30.15187 E;7.241;13.4;29.40;16806.5;9.125;-52.625;0.100;95.470;8.3;66673
$;02:31:27;09:15:48;16.09.2020;Y;10;51 49.85856 N;014 30.15969 E;18.146;33.6;119.07;16784.3;9.250;-52.750;0.100;95.889;8.3;66673
$;02:31:29;09:15:50;16.09.2020;Y;10;51 49.85740 N;014 30.18285 E;31.189;57.7;79.05;16762.4;9.250;-52.750;0.100;96.360;8.3;66673
